ID,NIK,NISN,Name,Gender,BirthDate,BirthRegency,Religion,PhoneNumber,Email,Photo,Address,Nationality,Province,Regency,Subdistrict,PostalCode,School,SchoolMajor,GraduationYear,Admission,Major1,Major2,Score,PassedMajorID,Timestamp
SBMPTN20210256,3311120411870003,212350442,Helga Flisher,Laki-Laki,2003-04-04 00:00:00,KAB. NGAWI,Kristen,128-788-6059,hflisher4b@fc2.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KAB. SIMALUNGUN,SIANTAR,12345,SMAN 310,IPA,2020,SBMPTN,2,25,724,2,2021-07-10 00:00:00
SBMPTN20210257,3311120411870003,212350443,Vicki Phebee,Perempuan,2005-06-30 00:00:00,KAB. BELU,Islam,575-413-3802,vphebee4c@independent.co.uk,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KAB. PINRANG,PALETEANG,12345,SMAN 249,IPA,2021,SBMPTN,28,15,595,,2021-07-10 00:00:00
SBMPTN20210258,3311120411870003,212350444,Wittie Sleford,Laki-Laki,2003-01-31 00:00:00,KAB. KAPUAS,Islam,349-674-6151,wsleford4d@sina.com.cn,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA SELATAN,KAB. OGAN KOMERING ULU SELATAN,KISAM ILIR,12345,SMAN 310,IPA,2021,SBMPTN,3,32,791,3,2021-07-10 00:00:00
SBMPTN20210259,3311120411870003,212350445,Dene Ashment,Laki-Laki,2003-04-02 00:00:00,KAB. INDRAMAYU,Hindu,936-619-2895,dashment4e@senate.gov,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH UTARA,INSANA TENGAH,12345,SMAN 289,IPA,2022,SBMPTN,11,16,617,11,2021-07-10 00:00:00
SBMPTN20210260,3311120411870003,212350446,Miles Horribine,Perempuan,2002-09-09 00:00:00,KAB. TANA TIDUNG,Konghucu,986-588-5424,mhorribine4f@gnu.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KOTA PALOPO,SENDANA,12345,SMAN 281,IPS,2020,SBMPTN,9,12,646,9,2021-07-10 00:00:00
SBMPTN20210261,3311120411870003,212350447,Emmy Gianotti,Laki-Laki,2005-08-20 00:00:00,KOTA ADM. JAKARTA PUSAT,Buddha,114-166-5438,egianotti4g@oakley.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KAB. NIAS,SOGAE'ADU,12345,SMAN 258,IPA,2020,SBMPTN,19,28,458,19,2021-07-10 00:00:00
SBMPTN20210262,3311120411870003,212350448,Myron Shotboult,Laki-Laki,2002-05-15 00:00:00,KAB. SINTANG,Islam,998-542-4254,mshotboult4h@freewebs.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,LAMPUNG,KAB. TULANG BAWANG BARAT,BATU PUTIH,12345,SMAN 38,BAHASA,2022,SBMPTN,25,11,565,25,2021-07-10 00:00:00
SBMPTN20210263,3311120411870003,212350449,Ilysa Gaskin,Laki-Laki,2004-03-28 00:00:00,KOTA TIDORE KEPULAUAN,Kristen,637-841-9436,igaskin4i@ustream.tv,https://google.com,Jalan Nasional Nomor 1,Indonesia,BENGKULU,KAB. BENGKULU UTARA,AIR BESI,12345,SMAN 251,IPA,2022,SBMPTN,31,23,712,31,2021-07-10 00:00:00
SBMPTN20210264,3311120411870003,212350450,Jennee Delamere,Laki-Laki,2005-01-29 00:00:00,KAB. BANGKALAN,Islam,679-194-8171,jdelamere4j@usda.gov,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KAB. ACEH UTARA,GEUREDONG PASE,12345,SMAN 460,IPS,2021,SBMPTN,14,13,523,14,2021-07-10 00:00:00
SBMPTN20210265,3311120411870003,212350451,Tori Skeffington,Perempuan,2003-08-07 00:00:00,KAB. LABUHANBATU UTARA,Buddha,142-395-1513,tskeffington4k@barnesandnoble.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN TENGAH,KAB. KOTAWARINGIN TIMUR,MENTAYA HILIR SELATAN,12345,SMAN 319,IPA,2021,SBMPTN,27,16,754,27,2021-07-10 00:00:00
SBMPTN20210266,3311120411870003,212350452,Thaxter Sayles,Perempuan,2002-05-24 00:00:00,KAB. BINTAN,Kristen,192-810-5127,tsayles4l@facebook.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. SUMBA TENGAH,KATIKU TANA SELATAN,12345,SMAN 453,IPS,2020,SBMPTN,13,27,788,,2021-07-10 00:00:00
SBMPTN20210267,3311120411870003,212350453,Arman Stanney,Laki-Laki,2005-08-31 00:00:00,KAB. ACEH UTARA,Konghucu,585-470-4757,astanney4m@japanpost.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,RUPIT,12345,SMAN 48,IPA,2022,SBMPTN,28,15,678,28,2021-07-10 00:00:00
SBMPTN20210268,3311120411870003,212350454,Cynthy Cockshott,Laki-Laki,2003-06-30 00:00:00,KAB. PADANG PARIAMAN,Katolik,192-154-5052,ccockshott4n@dot.gov,https://google.com,Jalan Nasional Nomor 1,Indonesia,BENGKULU,KAB. BENGKULU UTARA,LAIS,12345,SMAN 395,IPS,2022,SBMPTN,26,23,735,26,2021-07-10 00:00:00
SBMPTN20210269,3311120411870003,212350455,Anni Mansbridge,Laki-Laki,2004-04-15 00:00:00,KOTA SERANG,Islam,218-442-0933,amansbridge4o@theglobeandmail.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KAB. ACEH UTARA,GEUREDONG PASE,12345,SMAN 65,IPS,2021,SBMPTN,5,11,613,,2021-07-10 00:00:00
SBMPTN20210270,3311120411870003,212350456,Winnie Hindge,Perempuan,2005-03-19 00:00:00,KAB. PURWAKARTA,Hindu,400-811-7927,whindge4p@arstechnica.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KAB. MAROS,BANTIMURUNG,12345,SMAN 392,IPA,2021,SBMPTN,3,25,539,3,2021-07-10 00:00:00
SBMPTN20210271,3311120411870003,212350457,Mallory Geely,Perempuan,2002-11-17 00:00:00,KAB. SUMEDANG,Islam,382-278-1121,mgeely4q@google.cn,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KAB. TAPANULI UTARA,PAHAE JAE,12345,SMAN 258,IPA,2021,SBMPTN,18,10,453,18,2021-07-10 00:00:00
SBMPTN20210272,3311120411870003,212350458,Eugine Hazeman,Laki-Laki,2004-11-16 00:00:00,KAB. BANTUL,Katolik,959-419-1432,ehazeman4r@gmpg.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA BARAT,KAB. SUMBAWA,MOYO HULU,12345,SMAN 253,IPA,2021,SBMPTN,16,18,666,16,2021-07-10 00:00:00
SBMPTN20210273,3311120411870003,212350459,Meghan Wildash,Perempuan,2005-03-15 00:00:00,KOTA LANGSA,Kristen,594-324-8112,mwildash4s@go.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. JEMBER,AJUNG,12345,SMAN 55,IPA,2020,SBMPTN,4,3,474,4,2021-07-10 00:00:00
SBMPTN20210274,3311120411870003,212350460,Richy McEneny,Perempuan,2003-03-10 00:00:00,KOTA TERNATE,Katolik,376-585-7271,rmceneny4t@w3.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI UTARA,KAB. MINAHASA UTARA,LIKUPANG TIMUR,12345,SMAN 204,IPA,2020,SBMPTN,32,18,548,32,2021-07-10 00:00:00
SBMPTN20210275,3311120411870003,212350461,Cyndi Mallett,Laki-Laki,2003-01-29 00:00:00,KAB. SABU RAIJUA,Islam,228-190-5971,cmallett4u@ning.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KOTA PALOPO,WARA BARAT,12345,SMAN 177,IPA,2021,SBMPTN,1,22,755,1,2021-07-10 00:00:00
SBMPTN20210276,3311120411870003,212350462,Deane Raubheim,Laki-Laki,2003-10-01 00:00:00,KAB. KONAWE UTARA,Kristen,750-227-3079,draubheim4v@i2i.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KAB. SIDENRENG RAPPANG,PANCA RIJANG,12345,SMAN 396,IPS,2020,SBMPTN,11,9,747,11,2021-07-10 00:00:00
SBMPTN20210277,3311120411870003,212350463,Kirby Pelling,Laki-Laki,2002-02-03 00:00:00,KAB. LANNY JAYA,Hindu,877-718-0698,kpelling4w@twitter.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. MADIUN,MEJAYAN,12345,SMAN 371,IPA,2020,SBMPTN,24,1,777,24,2021-07-10 00:00:00
SBMPTN20210278,3311120411870003,212350464,Marion Huband,Perempuan,2004-05-13 00:00:00,KOTA SAWAHLUNTO,Kristen,373-697-8493,mhuband4x@goo.ne.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI TENGGARA,KAB. KONAWE SELATAN,MOWILA,12345,SMAN 36,IPA,2021,SBMPTN,9,19,566,,2021-07-10 00:00:00
SBMPTN20210279,3311120411870003,212350465,Fayth Torrans,Laki-Laki,2005-07-19 00:00:00,KAB. TAPANULI UTARA,Katolik,587-633-7894,ftorrans4y@techcrunch.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. WAROPEN,INGGERUS,12345,SMAN 241,BAHASA,2022,SBMPTN,29,21,493,29,2021-07-10 00:00:00
SBMPTN20210280,3311120411870003,212350466,Jayne Provest,Perempuan,2005-02-23 00:00:00,KAB. KOLAKA TIMUR,Islam,278-890-9024,jprovest4z@weather.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN UTARA,KAB. NUNUKAN,TULIN ONSOI,12345,SMAN 41,IPA,2022,SBMPTN,24,2,761,24,2021-07-10 00:00:00
SBMPTN20210281,3311120411870003,212350467,Helenka Pimm,Laki-Laki,2005-06-15 00:00:00,KAB. KARIMUN,Katolik,140-620-1819,hpimm50@xinhuanet.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA BARAT,KAB. TELUK BINTUNI,SUMURI,12345,SMAN 99,IPS,2021,SBMPTN,23,8,514,23,2021-07-10 00:00:00
SBMPTN20210282,3311120411870003,212350468,Anatol Pettett,Perempuan,2002-11-15 00:00:00,KAB. ACEH TAMIANG,Konghucu,599-710-6901,apettett51@boston.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR MARTOBA,12345,SMAN 294,IPS,2020,SBMPTN,7,23,511,7,2021-07-10 00:00:00
SBMPTN20210283,3311120411870003,212350469,Lizzy Ganiclef,Perempuan,2004-04-01 00:00:00,KAB. PASER,Kristen,452-354-4758,lganiclef52@liveinternet.ru,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KOTA DEPOK,CIPAYUNG,12345,SMAN 141,IPA,2022,SBMPTN,7,15,612,7,2021-07-10 00:00:00
SBMPTN20210284,3311120411870003,212350470,Kirby Janikowski,Perempuan,2004-03-03 00:00:00,KAB. BENGKAYANG,Katolik,181-209-8515,kjanikowski53@google.com.au,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI TENGAH,KAB. DONGGALA,BANAWA,12345,SMAN 258,IPA,2020,SBMPTN,17,1,475,17,2021-07-10 00:00:00
SBMPTN20210285,3311120411870003,212350471,Ilyse Paddon,Laki-Laki,2002-08-14 00:00:00,KAB. NDUGA,Hindu,479-802-8720,ipaddon54@dmoz.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,LAMPUNG,KAB. MESUJI,SIMPANG PEMATANG,12345,SMAN 493,IPA,2021,SBMPTN,23,24,676,23,2021-07-10 00:00:00
SBMPTN20210286,3311120411870003,212350472,Theodosia Sandeland,Perempuan,2003-06-02 00:00:00,KAB. BARITO KUALA,Katolik,298-497-3978,tsandeland55@apache.org,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. SEMARANG,BAWEN,12345,SMAN 463,IPA,2021,SBMPTN,13,10,589,,2021-07-10 00:00:00
SBMPTN20210287,3311120411870003,212350473,Ignazio Quilligan,Laki-Laki,2005-08-07 00:00:00,KAB. KUBU RAYA,Hindu,489-644-7240,iquilligan56@odnoklassniki.ru,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. ROTE NDAO,ROTE BARAT DAYA,12345,SMAN 336,IPA,2020,SBMPTN,28,18,476,28,2021-07-10 00:00:00
SBMPTN20210288,3311120411870003,212350474,Andreas Jennens,Perempuan,2005-05-10 00:00:00,KAB. SUMBA TIMUR,Islam,796-378-8781,ajennens57@nps.gov,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. BLORA,TUNJUNGAN,12345,SMAN 347,IPS,2021,SBMPTN,4,18,536,4,2021-07-10 00:00:00
SBMPTN20210289,3311120411870003,212350475,Ciel Uphill,Perempuan,2003-08-17 00:00:00,KAB. KOLAKA UTARA,Buddha,850-932-8513,cuphill58@yahoo.co.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KAB. BENER MERIAH,BUKIT,12345,SMAN 147,BAHASA,2022,SBMPTN,4,32,684,4,2021-07-10 00:00:00
SBMPTN20210290,3311120411870003,212350476,Amerigo Johantges,Perempuan,2002-07-05 00:00:00,KAB. NGANJUK,Konghucu,178-677-9835,ajohantges59@yale.edu,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI SELATAN,KAB. LUWU,BUA PONRANG,12345,SMAN 423,IPA,2022,SBMPTN,26,3,674,26,2021-07-10 00:00:00
SBMPTN20210291,3311120411870003,212350477,Kath Bruckner,Perempuan,2005-01-29 00:00:00,KAB. LABUHANBATU SELATAN,Buddha,463-771-4078,kbruckner5a@japanpost.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. BANJARNEGARA,PAGEDONGAN,12345,SMAN 210,IPA,2020,SBMPTN,2,2,608,2,2021-07-10 00:00:00
SBMPTN20210292,3311120411870003,212350478,Blondie McBryde,Laki-Laki,2005-06-11 00:00:00,KAB. WAROPEN,Islam,310-290-8890,bmcbryde5b@odnoklassniki.ru,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. YAHUKIMO,TALAMBO,12345,SMAN 59,IPA,2022,SBMPTN,3,2,668,3,2021-07-10 00:00:00
SBMPTN20210293,3311120411870003,212350479,Irvin Pavlasek,Laki-Laki,2005-09-08 00:00:00,KAB. KAMPAR,Islam,302-628-6833,ipavlasek5c@imgur.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,RIAU,KAB. KAMPAR,BANGKINANG KOTA,12345,SMAN 372,IPA,2020,SBMPTN,8,24,603,,2021-07-10 00:00:00
SBMPTN20210294,3311120411870003,212350480,Ivette Maggiore,Perempuan,2005-01-02 00:00:00,KOTA SURAKARTA,Katolik,283-886-9701,imaggiore5d@123-reg.co.uk,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN BARAT,KAB. SAMBAS,SEMPARUK,12345,SMAN 181,IPA,2022,SBMPTN,29,17,501,29,2021-07-10 00:00:00
SBMPTN20210295,3311120411870003,212350481,Florence Bischop,Laki-Laki,2002-09-25 00:00:00,KAB. HALMAHERA SELATAN,Konghucu,299-516-8002,fbischop5e@merriam-webster.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA BARAT,KOTA MATARAM,SEKARBELA,12345,SMAN 392,IPA,2022,SBMPTN,12,15,741,12,2021-07-10 00:00:00
SBMPTN20210296,3311120411870003,212350482,Fee Cerith,Perempuan,2002-03-09 00:00:00,KOTA BEKASI,Buddha,299-750-9707,fcerith5f@pinterest.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,LAMPUNG,KAB. LAMPUNG SELATAN,KALIANDA,12345,SMAN 510,IPA,2022,SBMPTN,9,19,594,9,2021-07-10 00:00:00
SBMPTN20210297,3311120411870003,212350483,Laureen Cobain,Laki-Laki,2003-07-07 00:00:00,KAB. DOMPU,Buddha,138-180-3053,lcobain5g@mozilla.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. TIMOR TENGAH UTARA,BIBOKI SELATAN,12345,SMAN 243,IPA,2022,SBMPTN,27,8,616,27,2021-07-10 00:00:00
SBMPTN20210298,3311120411870003,212350484,Myriam Boater,Perempuan,2005-08-22 00:00:00,KAB. LOMBOK TENGAH,Islam,222-429-1727,mboater5h@irs.gov,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. BEKASI,KEDUNG WARINGIN,12345,SMAN 486,IPA,2020,SBMPTN,25,17,629,25,2021-07-10 00:00:00
SBMPTN20210299,3311120411870003,212350485,Georas Cavie,Laki-Laki,2004-11-09 00:00:00,KOTA JAYAPURA,Hindu,706-985-3092,gcavie5i@nature.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,12345,SMAN 107,IPA,2020,SBMPTN,31,26,569,31,2021-07-10 00:00:00
SBMPTN20210300,3311120411870003,212350486,Yvonne Clendening,Laki-Laki,2005-09-22 00:00:00,KAB. MUNA,Islam,601-287-3210,yclendening5j@cpanel.net,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. JOMBANG,BANDARKEDUNGMULYO,12345,SMAN 148,IPA,2022,SBMPTN,21,12,496,21,2021-07-10 00:00:00
SBMPTN20210301,3311120411870003,212350487,Kara-lynn Haig,Perempuan,2003-05-02 00:00:00,KAB. SIAK,Hindu,196-240-5624,khaig5k@behance.net,https://google.com,Jalan Nasional Nomor 1,Indonesia,LAMPUNG,KAB. TULANG BAWANG,GEDUNG AJI,12345,SMAN 318,BAHASA,2020,SBMPTN,12,22,795,,2021-07-10 00:00:00
SBMPTN20210302,3311120411870003,212350488,Dana Zammitt,Perempuan,2004-02-16 00:00:00,KOTA GUNUNGSITOLI,Kristen,802-107-4710,dzammitt5l@deviantart.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA BARAT,KOTA SAWAHLUNTO,BARANGIN,12345,SMAN 301,IPS,2022,SBMPTN,1,11,521,,2021-07-10 00:00:00
SBMPTN20210303,3311120411870003,212350489,Didi Doust,Laki-Laki,2003-08-23 00:00:00,KAB. JEPARA,Kristen,850-782-3067,ddoust5m@behance.net,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KAB. DELI SERDANG,TANJUNG MORAWA,12345,SMAN 289,IPA,2022,SBMPTN,23,12,678,23,2021-07-10 00:00:00
SBMPTN20210304,3311120411870003,212350490,Mac Brownlie,Perempuan,2005-09-09 00:00:00,KAB. PAMEKASAN,Kristen,345-181-3465,mbrownlie5n@telegraph.co.uk,https://google.com,Jalan Nasional Nomor 1,Indonesia,KEPULAUAN RIAU,KAB. KARIMUN,BELAT,12345,SMAN 197,IPA,2022,SBMPTN,17,3,646,17,2021-07-10 00:00:00
SBMPTN20210305,3311120411870003,212350491,Bradley Breukelman,Perempuan,2004-05-03 00:00:00,KAB. LANNY JAYA,Buddha,177-396-2889,bbreukelman5o@prweb.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KOTA SURABAYA,TEGALSARI,12345,SMAN 342,IPA,2022,SBMPTN,24,2,659,24,2021-07-10 00:00:00
SBMPTN20210306,3311120411870003,212350492,Daveta Grassi,Perempuan,2003-12-30 00:00:00,KAB. KUTAI KARTANEGARA,Konghucu,818-244-6877,dgrassi5p@discuz.net,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. ASMAT,SAFAN,12345,SMAN 481,IPA,2022,SBMPTN,6,17,471,6,2021-07-10 00:00:00
SBMPTN20210307,3311120411870003,212350493,Sarena Cosham,Laki-Laki,2004-04-14 00:00:00,KAB. KARO,Islam,908-415-9408,scosham5q@biblegateway.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. JAYAPURA,RAVENI RARA,12345,SMAN 263,IPS,2022,SBMPTN,31,15,779,,2021-07-10 00:00:00
SBMPTN20210308,3311120411870003,212350494,Sisile Thowes,Laki-Laki,2004-01-21 00:00:00,KOTA BOGOR,Katolik,578-153-4190,sthowes5r@pen.io,https://google.com,Jalan Nasional Nomor 1,Indonesia,LAMPUNG,KAB. TULANG BAWANG BARAT,LAMBU KIBANG,12345,SMAN 172,IPA,2021,SBMPTN,19,6,707,19,2021-07-10 00:00:00
SBMPTN20210309,3311120411870003,212350495,Van Caldwall,Perempuan,2003-01-02 00:00:00,KOTA TANGERANG SELATAN,Kristen,978-377-0196,vcaldwall5s@pcworld.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,BENGKULU,KAB. MUKO MUKO,LUBUK PINANG,12345,SMAN 281,BAHASA,2021,SBMPTN,27,10,622,27,2021-07-10 00:00:00
SBMPTN20210310,3311120411870003,212350496,Lisabeth Edwards,Perempuan,2002-12-22 00:00:00,KOTA BANDA ACEH,Konghucu,585-253-3348,ledwards5t@elpais.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. PEKALONGAN,WONOPRINGGO,12345,SMAN 236,IPA,2020,SBMPTN,20,3,650,20,2021-07-10 00:00:00
SBMPTN20210311,3311120411870003,212350497,Katee McKellen,Laki-Laki,2002-10-12 00:00:00,KAB. TULANG BAWANG,Buddha,981-179-0280,kmckellen5u@constantcontact.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. ALOR,ALOR TENGAH UTARA,12345,SMAN 191,IPA,2022,SBMPTN,22,4,592,,2021-07-10 00:00:00
SBMPTN20210312,3311120411870003,212350498,Kelsey Keat,Laki-Laki,2002-06-04 00:00:00,KAB. SERUYAN,Katolik,562-284-5074,kkeat5v@facebook.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SULAWESI TENGGARA,KAB. BUTON,LASALIMU,12345,SMAN 266,IPA,2020,SBMPTN,11,18,635,11,2021-07-10 00:00:00
SBMPTN20210313,3311120411870003,212350499,Auberta Mulrooney,Laki-Laki,2002-04-12 00:00:00,KAB. PANGANDARAN,Kristen,162-376-2998,amulrooney5w@amazon.co.uk,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. ENDE,PULAU ENDE,12345,SMAN 283,IPA,2021,SBMPTN,19,4,555,19,2021-07-10 00:00:00
SBMPTN20210314,3311120411870003,212350500,Nisse Scandroot,Laki-Laki,2004-02-19 00:00:00,KAB. CIAMIS,Konghucu,307-646-6417,nscandroot5x@oracle.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,KALIMANTAN TENGAH,KAB. GUNUNG MAS,KURUN,12345,SMAN 364,IPA,2022,SBMPTN,11,13,627,11,2021-07-10 00:00:00
SBMPTN20210315,3311120411870003,212350501,Emmet Clemow,Laki-Laki,2003-03-20 00:00:00,KAB. BONE BOLANGO,Islam,581-473-1141,eclemow5y@rakuten.co.jp,https://google.com,Jalan Nasional Nomor 1,Indonesia,PAPUA,KAB. KEPULAUAN YAPEN,YAPEN BARAT,12345,SMAN 513,IPA,2021,SBMPTN,24,15,490,,2021-07-10 00:00:00
SBMPTN20210316,3311120411870003,212350502,Nicolai Radolf,Perempuan,2002-10-15 00:00:00,KAB. KEPULAUAN SANGIHE,Katolik,679-249-9323,nradolf5z@homestead.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. NGANJUK,NGETOS,12345,SMAN 408,IPA,2021,SBMPTN,15,17,762,15,2021-07-10 00:00:00
SBMPTN20210317,3311120411870003,212350503,Davon Hinsch,Perempuan,2004-05-01 00:00:00,KAB. GRESIK,Katolik,927-859-7019,dhinsch60@indiegogo.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,SUMATERA UTARA,KAB. SIMALUNGUN,DOLOK SILAU,12345,SMAN 72,BAHASA,2020,SBMPTN,18,16,575,18,2021-07-10 00:00:00
SBMPTN20210318,3311120411870003,212350504,Lalo Been,Perempuan,2002-06-22 00:00:00,KAB. SUKAMARA,Islam,997-479-5259,lbeen61@samsung.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. GARUT,PASIRWANGI,12345,SMAN 5,IPA,2022,SBMPTN,3,26,506,3,2021-07-10 00:00:00
SBMPTN20210319,3311120411870003,212350505,Stefania Hazleton,Perempuan,2003-04-03 00:00:00,KAB. KAUR,Buddha,961-786-8542,shazleton62@ifeng.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KAB. KEDIRI,TAROKAN,12345,SMAN 35,IPA,2022,SBMPTN,16,31,738,16,2021-07-10 00:00:00
SBMPTN20210320,3311120411870003,212350506,Melitta Pomfrett,Laki-Laki,2004-03-16 00:00:00,KOTA MATARAM,Islam,686-745-9673,mpomfrett63@marriott.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TENGAH,KAB. PATI,BATANGAN,12345,SMAN 84,IPA,2022,SBMPTN,21,10,780,21,2021-07-10 00:00:00
SBMPTN20210321,3311120411870003,212350507,Mercedes Isacoff,Laki-Laki,2004-03-23 00:00:00,KAB. KOLAKA TIMUR,Katolik,948-319-8072,misacoff64@bluehost.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA BARAT,KAB. MAJALENGKA,CIKIJING,12345,SMAN 396,IPA,2022,SBMPTN,26,12,670,26,2021-07-10 00:00:00
SBMPTN20210322,3311120411870003,212350508,Cherice Glazier,Perempuan,2004-08-25 00:00:00,KAB. BERAU,Katolik,163-829-5073,cglazier65@state.tx.us,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAWA TIMUR,KOTA MOJOKERTO,KRANGGAN,12345,SMAN 213,IPS,2021,SBMPTN,23,21,535,,2021-07-10 00:00:00
SBMPTN20210323,3311120411870003,212350509,Shantee Dronsfield,Laki-Laki,2003-07-08 00:00:00,KAB. PANDEGLANG,Konghucu,746-398-1860,sdronsfield66@opera.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,JAMBI,KAB. TANJUNG JABUNG TIMUR,KUALA JAMBI,12345,SMAN 486,IPA,2022,SBMPTN,20,19,684,,2021-07-10 00:00:00
SBMPTN20210324,3311120411870003,212350510,Layton Blackly,Laki-Laki,2002-01-03 00:00:00,KAB. LABUHANBATU SELATAN,Katolik,646-765-2836,lblackly67@google.cn,https://google.com,Jalan Nasional Nomor 1,Indonesia,ACEH,KAB. ACEH JAYA,PANGA,12345,SMAN 296,IPS,2020,SBMPTN,17,5,736,17,2021-07-10 00:00:00
SBMPTN20210325,3311120411870003,212350511,Findlay Hallwell,Perempuan,2005-05-25 00:00:00,KAB. INTAN JAYA,Hindu,952-156-7431,fhallwell68@tinypic.com,https://google.com,Jalan Nasional Nomor 1,Indonesia,BALI,KAB. GIANYAR,UBUD,12345,SMAN 53,IPA,2022,SBMPTN,26,8,632,26,2021-07-10 00:00:00
SBMPTN20210326,3311120411870003,212350512,Haley Logg,Laki-Laki,2003-11-27 00:00:00,KOTA BONTANG,Buddha,607-142-9036,hlogg69@unc.edu,https://google.com,Jalan Nasional Nomor 1,Indonesia,NUSA TENGGARA TIMUR,KAB. SUMBA TENGAH,MAMBORO,12345,SMAN 49,IPA,2020,SBMPTN,32,14,530,32,2021-07-10 00:00:00
