ID	Name	MajorID	AdmissionID	PartnerID	SchoolID	ModifiedDate
MANDIRI20211104	Tyrus Dwire	8	2		44	2021-07-10
MANDIRI20211105	Allyce Burdell	13	2		476	2021-07-10
MANDIRI20211106	Blinnie Vail	32	2		187	2021-07-10
MANDIRI20211107	Willabella Rands	3	4		345	2021-07-10
MANDIRI20211108	Fredek Cattonnet	23	1	60	263	2021-07-10
MANDIRI20211109	Emelita Fiddler	20	4		182	2021-07-10
MANDIRI20211110	Ginelle Baddiley	20	2		164	2021-07-10
MANDIRI20211111	Manya Hurles	26	4		210	2021-07-10
MANDIRI20211112	Tom Wisker	6	2		447	2021-07-10
MANDIRI20211113	Cosme Habberjam	21	2		291	2021-07-10
MANDIRI20211114	Garrott Goldney	1	4		25	2021-07-10
MANDIRI20211116	Lianne Whaplington	17	2		325	2021-07-10
MANDIRI20211117	Evelina Jeske	14	2		339	2021-07-10
MANDIRI20211118	Antonia Trenouth	17	4		181	2021-07-10
MANDIRI20211119	Isidoro Leimster	1	2		435	2021-07-10
MANDIRI20211121	Ezri Hendrikse	18	2		94	2021-07-10
MANDIRI20211123	Neale Seatter	16	2		9	2021-07-10
MANDIRI20211124	Yorgos Kopfen	16	3		493	2021-07-10
MANDIRI20211126	Maighdiln Padkin	17	4		454	2021-07-10
MANDIRI20211127	Winslow Backes	3	2		310	2021-07-10
MANDIRI20211128	Carmina Matveiko	21	4		162	2021-07-10
MANDIRI20211129	Rubina Bew	27	3		239	2021-07-10
MANDIRI20211130	Manda Robbie	13	3		176	2021-07-10
MANDIRI20211131	Jacobo O'Monahan	21	2		3	2021-07-10
MANDIRI20211132	Dawna O'Cleary	12	1	14	7	2021-07-10
MANDIRI20211133	Suzette Crowch	12	4		86	2021-07-10
MANDIRI20211134	Murdock Greatex	19	4		130	2021-07-10
MANDIRI20211135	Emyle McAmish	19	4		155	2021-07-10
MANDIRI20211136	Molly O'Griffin	32	3		209	2021-07-10
MANDIRI20211137	Caressa Hupe	21	1	3	418	2021-07-10
MANDIRI20211139	Charmane Paige	20	3		306	2021-07-10
MANDIRI20211141	Liuka Sperling	11	2		512	2021-07-10
MANDIRI20211143	Henrietta Iacobacci	6	3		163	2021-07-10
MANDIRI20211144	Alina Tankin	22	3		460	2021-07-10
MANDIRI20211145	Rollo Dirr	30	2		392	2021-07-10
MANDIRI20211146	Lilli Housegoe	16	2		244	2021-07-10
MANDIRI20211147	Marcelle Slemmonds	2	4		203	2021-07-10
MANDIRI20211148	Farly McGaw	19	2		427	2021-07-10
MANDIRI20211149	Benton Varian	24	2		385	2021-07-10
MANDIRI20211150	Philis McArdle	14	2		416	2021-07-10
MANDIRI20211151	Abbi Pellamonuten	30	1	25	191	2021-07-10
MANDIRI20211152	Myrlene Elacoate	4	3		115	2021-07-10
MANDIRI20211153	Udall Leagas	7	2		370	2021-07-10
MANDIRI20211154	Raven Tedder	10	1	33	242	2021-07-10
MANDIRI20211155	Lenci Apfel	25	1	24	299	2021-07-10
MANDIRI20211156	Courtenay Gittus	11	4		319	2021-07-10
MANDIRI20211158	Robenia Godin	22	3		361	2021-07-10
MANDIRI20211159	Stinky Furzey	17	2		268	2021-07-10
MANDIRI20211160	Rosabella Smallridge	19	2		107	2021-07-10
MANDIRI20211161	Artie Gate	8	4		319	2021-07-10
MANDIRI20211162	Craggy Bridgland	30	2		229	2021-07-10
MANDIRI20211163	Ainsley Rapo	9	2		197	2021-07-10
MANDIRI20211164	Eleanore Lepper	16	2		306	2021-07-10
MANDIRI20211165	Reinaldos Furzey	1	3		140	2021-07-10
MANDIRI20211167	Yule Mattis	1	4		274	2021-07-10
MANDIRI20211168	Jakob Neicho	8	2		453	2021-07-10
MANDIRI20211169	Jobey Shildrake	8	2		149	2021-07-10
MANDIRI20211170	Vanda Beauman	25	3		134	2021-07-10
MANDIRI20211172	Norean Paulucci	25	2		13	2021-07-10
MANDIRI20211173	Daile Barkworth	19	2		53	2021-07-10
MANDIRI20211174	Dody Canedo	17	4		148	2021-07-10
MANDIRI20211175	Melli Hume	13	2		446	2021-07-10
MANDIRI20211176	Bettine Kilbourne	20	1	7	500	2021-07-10
MANDIRI20211177	Fanny Kaminski	31	2		279	2021-07-10
MANDIRI20211180	Lisetta Giacopelo	24	2		251	2021-07-10
MANDIRI20211181	Gladi Eykelbosch	20	2		135	2021-07-10
MANDIRI20211182	Dorthy Say	1	2		88	2021-07-10
MANDIRI20211183	Giustina Shadrack	24	4		409	2021-07-10
MANDIRI20211184	Maiga Llewelyn	15	1	8	141	2021-07-10
MANDIRI20211185	Stefanie Vondrak	22	2		178	2021-07-10
MANDIRI20211187	Bruis Klementz	22	2		214	2021-07-10
MANDIRI20211188	Ulises Agdahl	8	2		424	2021-07-10
MANDIRI20211189	Wallas Batchelor	25	4		181	2021-07-10
MANDIRI20211190	Merwyn Kuzma	9	2		433	2021-07-10
MANDIRI20211191	Ashbey Hadaway	10	2		180	2021-07-10
MANDIRI20211192	Chrotoem Tawse	19	2		229	2021-07-10
MANDIRI20211193	Gar Pyrke	22	2		303	2021-07-10
MANDIRI20211194	Yule Pagett	16	2		8	2021-07-10
MANDIRI20211195	Myrvyn Byrkmyr	8	2		149	2021-07-10
MANDIRI20211196	Anallise Halksworth	18	4		495	2021-07-10
MANDIRI20211197	Zachary Stead	32	2		181	2021-07-10
MANDIRI20211198	Elton Worboy	12	2		505	2021-07-10
MANDIRI20211199	Naomi Jermyn	29	2		57	2021-07-10
MANDIRI20211200	Wyatan Rosoni	3	2		510	2021-07-10
MANDIRI20211201	Michelle Rylatt	30	3		124	2021-07-10
MANDIRI20211202	Cassandry Kirwood	32	3		199	2021-07-10
MANDIRI20211203	Karoly Dand	2	2		17	2021-07-10
MANDIRI20211204	Dom Setchfield	2	2		30	2021-07-10
MANDIRI20211205	Cletis Schultze	18	4		224	2021-07-10
MANDIRI20211206	Brittaney Mackro	9	2		403	2021-07-10
MANDIRI20211207	Seka Gulliman	32	2		42	2021-07-10
MANDIRI20211208	Ginnifer Wigg	10	2		237	2021-07-10
MANDIRI20211209	Peter Kepling	8	2		506	2021-07-10
MANDIRI20211210	Antonie McKinnon	9	2		26	2021-07-10
MANDIRI20211211	Arie Tarbard	4	4		42	2021-07-10
MANDIRI20211212	Lyndsie Madsen	13	2		291	2021-07-10
MANDIRI20211213	Billy Barnby	8	4		380	2021-07-10
MANDIRI20211214	Stearn Chsteney	27	2		183	2021-07-10
MANDIRI20211215	Donica Quarrington	26	1	44	57	2021-07-10
MANDIRI20211216	Guss Kiefer	31	2		56	2021-07-10
MANDIRI20211217	Kris Drewe	30	2		304	2021-07-10
MANDIRI20211218	Moreen Jirka	14	4		205	2021-07-10
MANDIRI20211219	Magnum Coultous	1	2		423	2021-07-10
MANDIRI20211220	Trenton Downton	12	2		74	2021-07-10
MANDIRI20211221	Stanley McKilroe	1	3		508	2021-07-10
MANDIRI20211222	Robert Pauletti	29	2		419	2021-07-10
MANDIRI20211223	Geraldine Burtwell	3	4		325	2021-07-10
MANDIRI20211224	Clementina Garmanson	3	2		297	2021-07-10
MANDIRI20211225	Manuel Fetteplace	6	3		314	2021-07-10
MANDIRI20211227	Malena Wennam	32	2		16	2021-07-10
MANDIRI20211228	Cassy MacDonough	24	2		269	2021-07-10
MANDIRI20211231	Jeri Wooding	14	1	30	351	2021-07-10
MANDIRI20211232	Godard Jakovijevic	6	4		167	2021-07-10
MANDIRI20211233	Wileen Lavrinov	5	2		86	2021-07-10
MANDIRI20211234	Leta Bloyes	23	3		63	2021-07-10
MANDIRI20211235	Alexina Iacopini	16	4		22	2021-07-10
MANDIRI20211236	Anastasie Trivett	20	2		395	2021-07-10
MANDIRI20211237	Jeri McBrearty	31	3		413	2021-07-10
MANDIRI20211238	Aaron Mercy	26	2		86	2021-07-10
MANDIRI20211239	Reidar Hinners	3	2		234	2021-07-10
MANDIRI20211241	Dell Boffey	16	2		466	2021-07-10
MANDIRI20211242	Millicent Amberson	26	2		504	2021-07-10
MANDIRI20211243	Gottfried Murphy	3	2		286	2021-07-10
MANDIRI20211245	Bernhard Sabbin	10	2		22	2021-07-10
MANDIRI20211246	Adolph Maneylaws	3	2		350	2021-07-10
MANDIRI20211247	Marrissa McNess	16	2		448	2021-07-10
MANDIRI20211248	Janey Ply	26	1	67	504	2021-07-10
MANDIRI20211249	Jennee Cauldwell	28	2		216	2021-07-10
MANDIRI20211250	Sawyer Belford	23	2		304	2021-07-10
MANDIRI20211251	Sela Wegman	4	4		79	2021-07-10
MANDIRI20211253	Bernadina Wipfler	7	2		147	2021-07-10
MANDIRI20211254	Brady Hungerford	22	3		69	2021-07-10
MANDIRI20211255	Jdavie Warnock	9	2		461	2021-07-10
MANDIRI20211256	Randi Dulson	16	2		364	2021-07-10
MANDIRI20211258	Hugo Barbary	27	2		391	2021-07-10
MANDIRI20211259	Brandy Lummus	7	2		474	2021-07-10
MANDIRI20211260	Pebrook Wiggam	5	1	49	165	2021-07-10
MANDIRI20211261	Galen Millins	2	3		371	2021-07-10
MANDIRI20211262	Charmain Dunlop	12	2		73	2021-07-10
MANDIRI20211263	Emmy Marcoolyn	11	2		318	2021-07-10
MANDIRI20211264	Hilario Potkins	18	4		213	2021-07-10
MANDIRI20211265	Devlin Grolle	28	2		78	2021-07-10
MANDIRI20211267	Lennie Pietzker	1	3		398	2021-07-10
MANDIRI20211268	Lorie Chad	23	2		444	2021-07-10
MANDIRI20211269	Ann-marie Coomber	23	2		348	2021-07-10
MANDIRI20211270	Brenden Shinner	21	2		215	2021-07-10
MANDIRI20211271	Sadye Worboy	4	2		147	2021-07-10
MANDIRI20211272	Twyla Goggin	22	2		219	2021-07-10
MANDIRI20211273	Pauli Velte	9	2		78	2021-07-10
MANDIRI20211274	Rhianon Albasiny	7	2		504	2021-07-10
MANDIRI20211275	Brittany Sherreard	29	2		181	2021-07-10
MANDIRI20211276	Mia Marrison	2	2		215	2021-07-10
MANDIRI20211277	Sharla Deedes	14	1	15	156	2021-07-10
MANDIRI20211278	Tull Napton	1	4		255	2021-07-10
MANDIRI20211279	Melina Munkley	21	1	52	428	2021-07-10
MANDIRI20211280	Kareem Mordue	16	4		112	2021-07-10
MANDIRI20211281	Tiffy Mc Trusty	12	2		430	2021-07-10
MANDIRI20211283	Annabela Calf	12	2		307	2021-07-10
MANDIRI20211284	Giff Stitle	32	2		383	2021-07-10
MANDIRI20211285	Amerigo Giraldon	11	4		281	2021-07-10
MANDIRI20211286	Griff Dmitr	29	2		393	2021-07-10
MANDIRI20211287	Bastian Greetland	18	4		311	2021-07-10
MANDIRI20211288	Haleigh Sambles	4	2		391	2021-07-10
MANDIRI20211289	Arabela Kneel	6	3		159	2021-07-10
MANDIRI20211290	Silvan Berzins	20	3		319	2021-07-10
MANDIRI20211291	Jourdain Ply	11	2		195	2021-07-10
MANDIRI20211292	Winn Caesar	14	2		359	2021-07-10
MANDIRI20211293	Boycie Johnson	9	4		294	2021-07-10
MANDIRI20211294	Yankee Rizon	14	2		174	2021-07-10
MANDIRI20211295	Lanita Tompkin	13	1	58	147	2021-07-10
MANDIRI20211296	Rice Kalisz	6	3		419	2021-07-10
MANDIRI20211297	Sigmund Benkin	27	2		40	2021-07-10
MANDIRI20211298	Malinde MacKniely	25	2		513	2021-07-10
MANDIRI20211300	Berty Quig	9	4		338	2021-07-10
MANDIRI20220001	Erminia Gresswell	2	4		34	2022-07-10
MANDIRI20220002	Edee Maldin	5	4		209	2022-07-10
MANDIRI20220003	Abelard Duetschens	9	2		128	2022-07-10
MANDIRI20220004	Bridie Bleby	28	1	11	73	2022-07-10
MANDIRI20220005	Stephie Bellin	22	4		54	2022-07-10
MANDIRI20220006	Roseline Steane	5	2		492	2022-07-10
MANDIRI20220007	Sherri Demanche	27	4		447	2022-07-10
MANDIRI20220008	Cherey Dunstall	4	3		61	2022-07-10
MANDIRI20220009	Vanni Cohr	24	4		55	2022-07-10
MANDIRI20220011	Samantha Priden	27	2		435	2022-07-10
MANDIRI20220012	Anselma Growcock	26	2		482	2022-07-10
MANDIRI20220013	Antoinette Tilby	20	2		370	2022-07-10
MANDIRI20220014	Jere Bartlosz	26	2		385	2022-07-10
MANDIRI20220015	Lesya Marlen	26	1	36	116	2022-07-10
MANDIRI20220016	Grissel Downton	1	1	66	176	2022-07-10
MANDIRI20220017	Errick Titchener	15	2		268	2022-07-10
MANDIRI20220018	Barty Hubbard	1	2		415	2022-07-10
MANDIRI20220019	Barbara Mion	30	2		180	2022-07-10
MANDIRI20220020	Anetta Dougliss	24	4		7	2022-07-10
MANDIRI20220021	Dimitri Bosnell	18	2		491	2022-07-10
MANDIRI20220022	Delora Fedoronko	1	2		139	2022-07-10
MANDIRI20220023	Meridel Berrygun	22	3		147	2022-07-10
MANDIRI20220026	Alleen Maskelyne	27	2		90	2022-07-10
MANDIRI20220027	Zita Woodburne	3	2		282	2022-07-10
MANDIRI20220028	Paulie Gillam	3	2		228	2022-07-10
MANDIRI20220029	Joanne St Quenin	15	2		47	2022-07-10
MANDIRI20220030	Dannie Worland	14	3		96	2022-07-10
MANDIRI20220031	Cheri Bucktrout	16	3		235	2022-07-10
MANDIRI20220032	Jaimie Itter	7	4		420	2022-07-10
MANDIRI20220033	Clari Bauld	33	4		329	2022-07-10
MANDIRI20220035	Grant Huygens	24	3		111	2022-07-10
MANDIRI20220036	Maisie Mastrantone	31	2		399	2022-07-10
MANDIRI20220037	Lindsay Feldman	32	4		246	2022-07-10
MANDIRI20220038	Agustin Pherps	27	1	7	504	2022-07-10
MANDIRI20220039	Wenda Roy	28	2		322	2022-07-10
MANDIRI20220040	Myrle Cancellario	14	4		483	2022-07-10
MANDIRI20220041	Casar McPeice	27	2		475	2022-07-10
MANDIRI20220042	Lynelle Maskall	1	3		352	2022-07-10
MANDIRI20220043	Neddy Jaggers	29	4		506	2022-07-10
MANDIRI20220046	Iona Stairs	23	4		246	2022-07-10
MANDIRI20220047	Porty Jennins	7	2		146	2022-07-10
MANDIRI20220048	Ashbey Bitten	25	4		86	2022-07-10
MANDIRI20220049	Heall Luparti	1	2		75	2022-07-10
MANDIRI20220050	Jacky Benterman	4	1	15	228	2022-07-10
MANDIRI20220052	Sherlocke Wiper	29	2		437	2022-07-10
MANDIRI20220053	Mike Creamen	31	4		76	2022-07-10
MANDIRI20220054	Sean Seaborn	21	4		364	2022-07-10
MANDIRI20220055	Roldan Cansfield	19	2		307	2022-07-10
MANDIRI20220056	Essie Merrall	16	3		475	2022-07-10
MANDIRI20220057	Aurore Munnery	11	3		199	2022-07-10
MANDIRI20220058	Chrissie Rosas	14	2		19	2022-07-10
MANDIRI20220059	Tricia Tomkin	8	3		277	2022-07-10
MANDIRI20220060	Kym Mulvey	12	1	53	81	2022-07-10
MANDIRI20220061	Whittaker Duckering	2	2		164	2022-07-10
MANDIRI20220062	Damaris Lowers	19	2		78	2022-07-10
MANDIRI20220063	Linell Tarry	9	2		22	2022-07-10
MANDIRI20220064	Ogden Baldazzi	26	3		174	2022-07-10
MANDIRI20220066	Emelyne Scantleberry	28	4		333	2022-07-10
MANDIRI20220067	Sibel Valente	27	2		176	2022-07-10
MANDIRI20220068	Lindi Lambard	14	2		173	2022-07-10
MANDIRI20220069	Sylas McGookin	7	1	25	174	2022-07-10
MANDIRI20220070	Auberon Haggard	2	2		387	2022-07-10
MANDIRI20220072	Reinaldo Stagge	2	2		210	2022-07-10
MANDIRI20220074	Miner Wieprecht	33	4		46	2022-07-10
MANDIRI20220075	Abagael Fonzone	26	2		484	2022-07-10
MANDIRI20220076	Ingram Dowson	20	2		115	2022-07-10
MANDIRI20220077	Lillis Graeber	30	3		289	2022-07-10
MANDIRI20220078	Jannel MacGahey	17	1	6	116	2022-07-10
MANDIRI20220079	Fulvia Clemon	4	2		383	2022-07-10
MANDIRI20220080	Jase Coot	17	2		204	2022-07-10
MANDIRI20220081	Golda Gillis	20	3		279	2022-07-10
MANDIRI20220082	Hadlee Haitlie	6	3		69	2022-07-10
MANDIRI20220083	Ximenes Normanton	31	4		482	2022-07-10
MANDIRI20220084	Sile Laetham	9	2		412	2022-07-10
MANDIRI20220085	Becca Aireton	26	4		144	2022-07-10
MANDIRI20220086	Gilbertine Leport	17	3		267	2022-07-10
MANDIRI20220087	Ruthann Baguley	15	4		100	2022-07-10
MANDIRI20220088	Lindon Bilfoot	14	2		301	2022-07-10
MANDIRI20220089	Zerk Pococke	16	2		343	2022-07-10
MANDIRI20220091	Maximilianus Breens	4	2		344	2022-07-10
MANDIRI20220092	Pete Itzchaki	2	2		301	2022-07-10
MANDIRI20220093	Corrine Bartoloma	3	2		427	2022-07-10
MANDIRI20220094	Gerik Dransfield	23	4		270	2022-07-10
MANDIRI20220095	Christos Darmody	33	2		362	2022-07-10
MANDIRI20220096	Wayland Sadd	30	2		410	2022-07-10
MANDIRI20220097	Fedora Robson	29	2		420	2022-07-10
MANDIRI20220099	Dara Rao	23	4		194	2022-07-10
MANDIRI20220100	Gabriell Surplice	19	4		352	2022-07-10
MANDIRI20220101	Heywood Frudd	18	2		198	2022-07-10
MANDIRI20220102	Malcolm Truluck	7	2		173	2022-07-10
MANDIRI20220103	Trescha Inker	15	4		54	2022-07-10
MANDIRI20220104	Kirstyn Janjusevic	16	2		164	2022-07-10
MANDIRI20220105	Lorilyn Simm	4	2		134	2022-07-10
MANDIRI20220106	Rhea Benzi	21	2		26	2022-07-10
MANDIRI20220107	Gun Paramore	13	1	54	340	2022-07-10
MANDIRI20220108	Kimberley Debold	8	4		422	2022-07-10
MANDIRI20220110	Gabriello Trotman	15	2		342	2022-07-10
MANDIRI20220111	Husain Strognell	23	4		48	2022-07-10
MANDIRI20220112	Fancie Marner	1	2		65	2022-07-10
MANDIRI20220113	Pate Brithman	1	3		139	2022-07-10
MANDIRI20220114	Domingo Dukes	13	4		28	2022-07-10
MANDIRI20220115	Westleigh Freiberg	26	1	24	478	2022-07-10
MANDIRI20220116	Rozalin Marchelli	32	2		410	2022-07-10
MANDIRI20220117	Leigh Hardie	7	3		252	2022-07-10
MANDIRI20220118	Larina Baldin	11	2		120	2022-07-10
MANDIRI20220119	Papagena Varden	20	2		509	2022-07-10
MANDIRI20220120	Laetitia Hogsden	10	2		289	2022-07-10
MANDIRI20220121	Zilvia Fisbburne	1	2		394	2022-07-10
MANDIRI20220122	Rosella Braznell	8	1	47	157	2022-07-10
MANDIRI20220124	Edee Berger	18	2		112	2022-07-10
MANDIRI20220126	Jessalyn Berling	2	2		113	2022-07-10
MANDIRI20220127	Paolina Dane	33	2		511	2022-07-10
MANDIRI20220129	Charmane Gilstoun	7	1	36	338	2022-07-10
MANDIRI20220130	Cedric Cronin	32	2		455	2022-07-10
MANDIRI20220131	Alfons Plenty	10	2		132	2022-07-10
MANDIRI20220133	Atlante Parlett	12	4		246	2022-07-10
MANDIRI20220134	Krisha Zemler	8	2		62	2022-07-10
MANDIRI20220135	Zaneta Leffek	3	2		384	2022-07-10
MANDIRI20220136	Derk Scohier	14	4		18	2022-07-10
MANDIRI20220138	Karrah Sporle	7	3		142	2022-07-10
MANDIRI20220140	Paxton Worcester	2	2		70	2022-07-10
MANDIRI20220141	Marabel Marien	24	3		86	2022-07-10
MANDIRI20220142	Derward Assiratti	21	2		286	2022-07-10
MANDIRI20220143	Beverie Hardway	30	3		190	2022-07-10
MANDIRI20220145	Dacie Matijevic	9	2		421	2022-07-10
MANDIRI20220146	Valerye Wolfendell	30	2		405	2022-07-10
MANDIRI20220147	Gran Blampey	13	2		211	2022-07-10
MANDIRI20220148	Brett Ferraretto	19	2		360	2022-07-10
MANDIRI20220149	Kiley Schiesterl	1	3		414	2022-07-10
MANDIRI20220150	York Formoy	5	2		468	2022-07-10
MANDIRI20220151	Gregor Pennetta	7	3		150	2022-07-10
MANDIRI20220153	Bruce Seaward	16	3		501	2022-07-10
MANDIRI20220154	Jae Gilstin	12	3		212	2022-07-10
MANDIRI20220155	Kristan Giffon	11	4		104	2022-07-10
MANDIRI20220156	Billy MacCallam	25	1	22	378	2022-07-10
MANDIRI20220157	Nessy Hallgath	12	4		136	2022-07-10
MANDIRI20220158	Kissie Rehm	17	2		435	2022-07-10
MANDIRI20220159	Steffie Garie	16	2		266	2022-07-10
MANDIRI20220160	Alister Bleakley	10	2		463	2022-07-10
MANDIRI20220161	Noella Dampney	30	2		81	2022-07-10
MANDIRI20220162	Karry Wiper	5	2		427	2022-07-10
MANDIRI20220163	Ethelred Toplis	10	2		467	2022-07-10
MANDIRI20220164	Lonny Caen	16	3		90	2022-07-10
MANDIRI20220166	Augusta Burgher	3	4		26	2022-07-10
MANDIRI20220168	Cherice Farndon	6	2		22	2022-07-10
MANDIRI20220169	Yoshi Angove	30	2		29	2022-07-10
MANDIRI20220170	Lyndell Ruilton	22	2		277	2022-07-10
MANDIRI20220171	Annamaria Willment	14	3		6	2022-07-10
MANDIRI20220172	Cointon Corbet	23	3		299	2022-07-10
MANDIRI20220173	Anitra Elloy	15	2		267	2022-07-10
MANDIRI20220174	Laure Inworth	20	4		396	2022-07-10
MANDIRI20220175	Carine Challice	19	1	56	242	2022-07-10
MANDIRI20220176	Templeton Czapla	31	2		497	2022-07-10
MANDIRI20220177	Lina Stoffersen	15	2		183	2022-07-10
MANDIRI20220178	Agneta Tristram	13	2		140	2022-07-10
MANDIRI20220179	Raddy Pakeman	22	2		200	2022-07-10
MANDIRI20220180	Evelina Salmon	19	4		34	2022-07-10
MANDIRI20220181	Jamill Sugars	23	2		284	2022-07-10
MANDIRI20220182	Gaston Tucknott	27	2		514	2022-07-10
MANDIRI20220183	Bren Chenery	6	2		205	2022-07-10
MANDIRI20220184	Nick Wilbud	26	2		93	2022-07-10
MANDIRI20220185	Caspar Beran	21	2		458	2022-07-10
MANDIRI20220186	Dayle Rehorek	27	3		104	2022-07-10
MANDIRI20220187	Wye Iredale	8	4		224	2022-07-10
MANDIRI20220188	Cary Janous	24	2		303	2022-07-10
MANDIRI20220189	Em Raddon	14	1	5	129	2022-07-10
MANDIRI20220190	Pierette Maryet	5	3		190	2022-07-10
MANDIRI20220191	Binny Pithcock	11	2		437	2022-07-10
MANDIRI20220192	Jillayne Wollard	14	2		117	2022-07-10
MANDIRI20220193	Gigi Giovannini	21	3		449	2022-07-10
MANDIRI20220194	Meris Escot	7	2		319	2022-07-10
MANDIRI20220195	Vina Hoys	31	2		178	2022-07-10
MANDIRI20220196	Celestina Salomon	30	3		353	2022-07-10
MANDIRI20220197	Penelope Rolley	16	2		495	2022-07-10
MANDIRI20220198	Cathlene Raiman	10	2		54	2022-07-10
MANDIRI20220199	Lyndell Longmire	16	1	1	481	2022-07-10
MANDIRI20220200	Karie Trevascus	10	2		388	2022-07-10
MANDIRI20220201	Adolf Works	2	4		468	2022-07-10
MANDIRI20220202	Jeniece Bardsley	28	2		24	2022-07-10
MANDIRI20220203	Alethea Scrogges	17	3		21	2022-07-10
MANDIRI20220204	Emmye Connick	4	2		441	2022-07-10
MANDIRI20220205	Jethro Borrett	27	3		289	2022-07-10
MANDIRI20220208	Charlene Gerren	24	3		59	2022-07-10
MANDIRI20220209	Catriona Umpleby	22	4		371	2022-07-10
MANDIRI20220210	Irina Slad	10	2		505	2022-07-10
MANDIRI20220211	Homer Tinghill	6	3		235	2022-07-10
MANDIRI20220212	Vivyanne Fryman	30	2		88	2022-07-10
MANDIRI20220213	Drud Blackden	32	4		3	2022-07-10
MANDIRI20220214	Valry Mundow	9	2		223	2022-07-10
MANDIRI20220215	Hyacinthe Gritten	5	2		240	2022-07-10
MANDIRI20220217	Gregoor Comellini	18	1	41	378	2022-07-10
MANDIRI20220218	Cedric Valerius	2	2		393	2022-07-10
MANDIRI20220219	Josi McBrearty	30	3		121	2022-07-10
MANDIRI20220220	Daffy Syplus	30	2		432	2022-07-10
MANDIRI20220221	Arley Shalliker	10	3		170	2022-07-10
MANDIRI20220222	Barbey Adamczyk	16	2		10	2022-07-10
MANDIRI20220225	Madelin Bearns	20	2		512	2022-07-10
MANDIRI20220226	Keri Hardingham	3	4		113	2022-07-10
MANDIRI20220227	Trey McGavigan	33	2		505	2022-07-10
MANDIRI20220228	Harri Bagshawe	4	2		398	2022-07-10
MANDIRI20220230	Berny Walisiak	5	4		4	2022-07-10
MANDIRI20220231	Marmaduke Ebhardt	32	2		420	2022-07-10
MANDIRI20220232	Johannah Windous	22	1	10	284	2022-07-10
MANDIRI20220234	Keir Reimers	4	3		42	2022-07-10
MANDIRI20220235	Minnaminnie Sherrock	19	3		334	2022-07-10
MANDIRI20220236	Marcile Maylour	32	2		208	2022-07-10
MANDIRI20220237	Garrot Falkus	33	4		431	2022-07-10
MANDIRI20220238	Gerti Rosson	19	2		125	2022-07-10
MANDIRI20220239	Penelopa Clubbe	33	4		260	2022-07-10
MANDIRI20220240	Cami Bassford	29	2		161	2022-07-10
MANDIRI20220241	Verene Perrelle	29	3		351	2022-07-10
MANDIRI20220242	Velvet Weekes	15	2		201	2022-07-10
MANDIRI20220243	Lynn Payne	31	2		382	2022-07-10
MANDIRI20220244	Brenda Carwithen	6	2		146	2022-07-10
MANDIRI20220245	Jermayne Twyning	6	2		153	2022-07-10
MANDIRI20220246	Carrissa Feighney	2	2		502	2022-07-10
MANDIRI20220247	Edwin Ells	11	3		312	2022-07-10
MANDIRI20220248	Cornie Camings	26	3		111	2022-07-10
MANDIRI20220249	Robena Pulham	11	1	18	468	2022-07-10
MANDIRI20220250	Albie Thomlinson	20	4		152	2022-07-10
MANDIRI20220251	Sampson Heathfield	5	3		178	2022-07-10
MANDIRI20220252	Effie Measey	23	2		121	2022-07-10
MANDIRI20220253	Lilah Batrip	30	2		278	2022-07-10
MANDIRI20220254	Layton Jell	32	2		233	2022-07-10
MANDIRI20220255	Andrew Smethurst	3	1	12	170	2022-07-10
MANDIRI20220257	Rochelle Border	9	4		121	2022-07-10
MANDIRI20220258	Casi Vany	25	2		9	2022-07-10
MANDIRI20220259	Melisande Radbourn	24	2		105	2022-07-10
MANDIRI20220260	Jerald Kuscha	33	2		32	2022-07-10
MANDIRI20220261	Micheil Bellhanger	3	1	46	367	2022-07-10
MANDIRI20220262	Matilda Geach	8	2		109	2022-07-10
MANDIRI20220263	Talbot Clitheroe	2	3		307	2022-07-10
MANDIRI20220264	Cathi Troker	4	2		52	2022-07-10
MANDIRI20220265	Brion Dottrell	13	1	29	142	2022-07-10
MANDIRI20220266	Lenard Brumbie	20	1	27	451	2022-07-10
MANDIRI20220267	Katti Hendrich	28	2		189	2022-07-10
MANDIRI20220268	Eloisa Ciccotto	28	4		58	2022-07-10
MANDIRI20220270	Fairleigh Yokelman	12	2		344	2022-07-10
MANDIRI20220272	Domenic Nitto	17	2		486	2022-07-10
MANDIRI20220273	Cyb Benkhe	27	2		217	2022-07-10
MANDIRI20220274	Pat Fish	9	1	32	328	2022-07-10
MANDIRI20220275	Carmella Breckenridge	10	3		55	2022-07-10
MANDIRI20220276	Rodger Derby	8	2		92	2022-07-10
MANDIRI20220277	Nita Camerana	25	4		288	2022-07-10
MANDIRI20220278	George Guihen	22	4		424	2022-07-10
MANDIRI20220279	Kaia Geany	13	3		129	2022-07-10
MANDIRI20220280	Gard Walewicz	14	2		340	2022-07-10
MANDIRI20220281	Misha McKomb	6	2		411	2022-07-10
MANDIRI20220282	Craggie Soreau	20	2		308	2022-07-10
MANDIRI20220283	Cherilyn Duncan	25	2		59	2022-07-10
MANDIRI20220284	Milena Iacovacci	22	3		281	2022-07-10
MANDIRI20220287	Crosby Feavearyear	25	3		123	2022-07-10
MANDIRI20220288	Lorilyn MacMarcuis	27	2		438	2022-07-10
MANDIRI20220289	Easter Canavan	12	4		482	2022-07-10
MANDIRI20220290	Roanna Petracchi	17	2		78	2022-07-10
